Origin_Time,Latitude,Longitude,Depth,Magnitude,Location
2021-02-11 00:45:48 IST,23.76,92.65,60,3.0[MW],"4km WNW of Aizawal,Mizoram,India"
2021-02-11 02:55:05 IST,39.44,74.88,15,3.6[MW],"382km S of Bishkek, Kyrgyzstan"
2021-02-11 04:01:30 IST,36.82,70.48,50,4.2[ML],"31km S of Fayzabad, Afghanistan"
2021-02-11 13:34:50 IST,23.9,94.65,50,3.8[MW],"110km SE of Moirang, Manipur, India"
2021-02-12 01:03:56 IST,37.19,72.15,308,4.6[MW],"142km E of Fayzabad, Afghanistan"
2021-02-12 08:01:50 IST,29.89,69.93,14,3.9[ML],"389km WNW of Bikaner, Rajasthan, India"
2021-02-12 15:45:19 IST,38.28,73.44,100,4.3[ML],"286km ENE of Fayzabad, Afghanistan"
2021-02-12 22:31:33 IST,38.8,73.7,100,6.4[ML],"334km NE of Fayzabad, Afghanistan"
2021-02-14 03:30:23 IST,37.82,72.49,196,3.9[MW],"189km ENE of Fayzabad, Afghanistan"
2021-02-14 05:43:51 IST,28.43,93.69,10,3.2[ML],"109km WNW of Basar, Arunachal Pradesh, India"
2021-02-14 10:35:02 IST,36.33,70.96,142,3.8[MW],"93km SSE of Fayzabad, Afghanistan"
2021-02-14 15:49:50 IST,31.39,76.98,0,3.3[MW],"22km SSE of Mandi, Himachal Pradesh, India"
2021-02-15 01:26:01 IST,28.81,77.8,16,2.8[MW],"50km NE of Noida, Uttar Pradesh, India"
2021-02-15 02:45:52 IST,28.66,86.8,60,3.9[MW],"178km NE of Kathmandu, Nepal"
2021-02-15 05:25:20 IST,21.63,93.1,10,3.5[MW],"186km S of Thenzawl, Mizoram, India"
2021-02-15 10:27:10 IST,1.65,98.63,10,4.6[Mb],"377km WSW of Kuala Lumpur, Malaysia"
2021-02-15 15:59:08 IST,36.68,70.77,116,4.0[MW],"50km SSE of Fayzabad, Afghanistan"
2021-02-15 17:07:09 IST,25.35,93.84,33,3.4[ML],"45km SW of Kohima, Nagaland, India"
2021-02-15 17:41:19 IST,37.31,72.72,246,4.3[MW],"193km E of Fayzabad, Afghanistan"
2021-02-15 19:23:25 IST,9.64,93.35,10,4.1[MW],"230km SSE of Portblair, Andaman and Nicobar island, India"
2021-02-15 21:23:50 IST,25.24,85.32,5,3.6[MW],"16km W of Nalanda, Bihar, India"
2021-02-16 19:00:47 IST,35.11,68.84,10,3.7[MW],"70km NNW of Kabul , Afghanistan"
2021-02-16 21:55:07 IST,35.4,78.25,35,3.3[MW],"151km NNE of Leh, Laddakh, India"
2021-02-17 02:06:56 IST,12.33,94.43,10,4.0[MW],"188km ESE of Diglipur, Andaman and Nicobar island, India"
2021-02-17 16:28:54 IST,36.42,69.48,209,4.2[ML],"121km SW of Fayzabad, Afghanistan"
2021-02-17 17:54:46 IST,26.74,92.61,11,4.7[ML],"20km WNW of Tezpur, Assam, India"
2021-02-17 20:31:21 IST,36.72,71.22,20,3.5[MW],"73km SE of Fayzabad, Afghanistan"
2021-02-17 23:02:28 IST,36.88,70.96,326,4.3[ML],"43km ESE of Fayzabad, Afghanistan"
2021-02-18 03:50:49 IST,31.2,78.3,5,2.2[MW],"54km NNW of Uttarkashi, Uttarakhand, India"
2021-02-18 05:29:49 IST,17.74,73.54,5,3.3[MW],"93km SSW of Pune, Maharashtra, India"
2021-02-18 07:39:08 IST,36.5,74.66,10,3.6[MW],"254km NNW of Kargil, Laddakh, India"
2021-02-18 22:58:17 IST,37.2,72.26,283,3.4[MW],"152km E of Fayzabad, Afghanistan"
2021-02-18 23:48:51 IST,34.82,69.39,0,3.9[MW],"33km NNE of Kabul , Afghanistan"
2021-02-19 04:11:23 IST,23.66,94.64,42,3.6[MW],"127km SE of Moirang, Manipur, India"
2021-02-19 07:42:46 IST,36.53,71.14,10,3.8[MW],"82km SE of Fayzabad, Afghanistan"
2021-02-19 07:54:51 IST,25.48,92.37,50,2.8[MW],"49km ESE of Shillong, Meghalaya, India"
2021-02-19 16:38:33 IST,29.89,80.13,1,3.6[ML],"35km NNW of Pithoragarh, Uttarakhand, India"
2021-02-19 23:08:47 IST,23.85,93.82,10,2.5[MW],"62km E of Ngopa, Mizoram, India"
2021-02-20 03:21:01 IST,28.13,87.9,35,3.3[MW],"90km NNW of Yuksom, Sikkim, India"
2021-02-20 03:55:30 IST,32.61,76.15,5,2.8[ML],"46km NNW of Dharamshala, Himachal Pradesh, India"
2021-02-20 05:31:26 IST,23.48,94.4,95,4.2[ML],"109km E of Champhai, Mizoram, India"
2021-02-20 07:17:48 IST,37.16,71.48,10,3.8[MW],"82km E of Fayzabad, Afghanistan"
2021-02-20 13:39:31 IST,28.89,69.14,35,3.8[ML],"419km WNW of Bikaner, Rajasthan, India"
2021-02-20 16:32:43 IST,37.22,72.29,215,3.9[MW],"154km E of Fayzabad, Afghanistan"
2021-02-20 22:04:04 IST,27.89,88.52,27,3.7[MW],"31km NW of Lachung, Sikkim, India"
2021-02-21 01:15:51 IST,38.2,71.35,50,3.9[MW],"141km NNE of Fayzabad, Afghanistan"
2021-02-21 01:29:07 IST,24.96,95.2,159,3.1[MW],"72km E of Ukhrul, Manipur, India"
2021-02-21 01:46:06 IST,37.78,69.68,10,3.5[ML],"107km NW of Fayzabad, Afghanistan"
2021-02-22 04:51:32 IST,36.46,70.26,160,4.2[MW],"75km SSW of Fayzabad, Afghanistan"
2021-02-22 14:01:56 IST,26.65,92.59,6,2.6[ML],"20km W of Tezpur, Assam, India"
2021-02-22 21:14:22 IST,27.42,92.66,5,2.8[ML],"79km ESE of Tawang, Arunachal Pradesh, India"
2021-02-23 17:45:19 IST,23.95,94.35,28,3.6[MW],"84km SE of Moirang, Manipur, India"
2021-02-23 20:35:58 IST,28.71,76.94,12,2.2[MW],"27km WNW of New Delhi, India"
2021-02-24 03:15:21 IST,37.59,75.7,10,3.7[MW],"339km N of Kargil, Laddakh, India"
2021-02-24 20:49:19 IST,26.2,95.39,91,4.0[ML],"88km E of Mokokchung, Nagaland, India"
2021-02-25 01:40:11 IST,35.24,69.28,30,3.4[ML],"76km N of Kabul , Afghanistan"
2021-02-25 02:33:01 IST,32.32,76.37,5,2.3[MW],"12km NNE of Dharamshala, Himachal Pradesh, India"
2021-02-25 03:55:25 IST,32.86,76.26,5,2.2[MW],"71km N of Dharamshala, Himachal Pradesh, India"
2021-02-25 06:12:39 IST,36.42,71.56,24,3.7[MW],"117km SE of Fayzabad, Afghanistan"
2021-02-25 08:04:30 IST,23.2,95.8,10,4.3[MW],"144km N of Burma, Myanmar"
2021-02-25 09:16:08 IST,23.1,95.64,10,3.4[MW],"136km NNW of Burma, Myanmar"
2021-02-25 09:49:58 IST,22.71,96.14,20,3.6[MW],"91km NNE of Burma, Myanmar"
2021-02-25 13:20:22 IST,22.84,96.7,20,3.9[MW],"129km NE of Burma, Myanmar"
2021-02-25 14:06:41 IST,36.32,71.51,228,4.4[MW],"121km SE of Fayzabad, Afghanistan"
2021-02-25 14:56:14 IST,22.59,96.28,30,3.9[MW],"82km NNE of Burma, Myanmar"
2021-02-25 22:33:20 IST,26.16,92.9,18,3.9[MW],"55km SSE of Tezpur, Assam, India"
2021-02-26 02:08:51 IST,36.8,70.9,10,3.6[ML],"45km SE of Fayzabad, Afghanistan"
2021-02-26 14:58:23 IST,36.97,72.31,10,4.5[MW],"156km E of Fayzabad, Afghanistan"
2021-02-26 15:03:16 IST,22.83,93.89,125,3.2[MW],"90km SE of Champhai, Mizoram, India"
2021-02-27 08:05:13 IST,36.72,71.89,231,3.8[MW],"126km ESE of Fayzabad, Afghanistan"
2021-02-28 01:33:43 IST,29.32,86.7,10,3.5[ML],"223km NE of Kathmandu, Nepal"
2021-02-28 18:03:20 IST,27.28,86.97,100,3.9[MW],"124km W of Yuksom, Sikkim, India"
2021-03-01 09:06:10 IST,21.11,94.52,72,3.9[ML],"172km WSW of Burma, Myanmar"
2021-03-01 20:09:53 IST,24.63,93.1,20,4.0[ML],"66km W of Bishnupur, Manipur, India"
2021-03-01 23:50:41 IST,6.73,94.55,5,3.8[MW],"77km ESE of Campbell Bay, Andaman and Nicobar island, India"
2021-03-02 01:32:21 IST,26.34,92.33,12,3.3[ML],"57km SW of Tezpur, Assam, India"
2021-03-02 01:47:56 IST,26.42,93.34,9,2.8[MW],"60km ESE of Tezpur, Assam, India"
2021-03-02 07:15:37 IST,38.76,74.49,10,3.1[ML],"391km ENE of Fayzabad, Afghanistan"
2021-03-02 14:13:04 IST,37.37,72.3,14,4.5[ML],"157km ENE of Fayzabad, Afghanistan"
2021-03-02 16:33:27 IST,36.26,71.66,207,3.8[ML],"136km SE of Fayzabad, Afghanistan"
2021-03-02 20:50:42 IST,36.85,70.63,180,4.2[ML],"28km SSE of Fayzabad, Afghanistan"
2021-03-02 21:30:10 IST,27.6,91.91,31,3.4[MW],"4km NE of Tawang, Arunachal Pradesh, India"
2021-03-02 22:28:15 IST,25.21,95.28,22,3.7[ML],"86km ENE of Ukhrul, Manipur, India"
2021-03-03 01:08:31 IST,30.74,86.52,31,3.6[MW],"355km NNE of Kathmandu, Nepal"
2021-03-03 04:04:51 IST,37.28,71.66,50,3.8[MW],"100km ENE of Fayzabad, Afghanistan"
2021-03-03 21:17:45 IST,38.1,68.87,410,3.7[MW],"51km S of Dushanbe, Tajikistan"
2021-03-04 02:12:35 IST,36.55,70.56,37,3.7[ML],"61km S of Fayzabad, Afghanistan"
2021-03-05 19:40:58 IST,36.13,69.33,85,4.0[ML],"153km SW of Fayzabad, Afghanistan"
2021-03-06 03:22:44 IST,39.3,71.27,10,4.4[ML],"230km ENE of Dushanbe, Tajikistan"
2021-03-06 05:11:34 IST,34.26,78.39,10,3.8[MW],"75km E of Leh, Laddakh, India"
2021-03-06 13:44:28 IST,39.35,72.75,249,3.8[ML],"315km NE of Fayzabad, Afghanistan"
2021-03-06 18:30:58 IST,37.6,69.8,38,4.5[MW],"86km NW of Fayzabad, Afghanistan"
2021-03-07 00:56:45 IST,37.26,72.82,273,3.9[MW],"201km E of Fayzabad, Afghanistan"
2021-03-07 01:56:39 IST,36.43,70.92,246,4.3[ML],"81km SSE of Fayzabad, Afghanistan"
2021-03-07 04:40:33 IST,33.1,75.82,5,2.8[ML],"83km E of Katra, Jammu and Kashmir, India"
2021-03-07 05:23:38 IST,39.1,70.19,81,4.7[ML],"135km ENE of Dushanbe, Tajikistan"
2021-03-07 09:56:56 IST,34,79.24,3,3.5[MW],"149km N of Hanley, Jammu & Kashmir, India"
2021-03-07 14:46:52 IST,34.7,78.9,40,3.8[MW],"135km ENE of Leh, Laddakh, India"
2021-03-07 15:48:59 IST,37.69,72.73,38,3.7[MW],"203km ENE of Fayzabad, Afghanistan"
2021-03-07 16:29:07 IST,33.14,73.49,22,4.0[MW],"73km SE of Islamabad, Pakistan"
2021-03-07 17:59:47 IST,36.34,71.72,10,3.3[ML],"134km SE of Fayzabad, Afghanistan"
2021-03-07 22:41:35 IST,38.44,73.98,38,3.8[MW],"336km ENE of Fayzabad, Afghanistan"
2021-03-08 10:20:42 IST,32.93,75.79,8,3.5[ML],"80km E of Katra, Jammu and Kashmir, India"
2021-03-08 15:35:04 IST,25.28,94.68,26,3.6[ML],"31km ENE of Shirui, Manipur, India"
2021-03-09 07:22:03 IST,36.2,71.72,10,3.6[ML],"144km SE of Fayzabad, Afghanistan"
2021-03-09 12:34:35 IST,32.67,76.57,16,3.7[MW],"55km NNE of Dharamshala, Himachal Pradesh, India"
2021-03-09 16:45:01 IST,25.45,94.86,30,4.3[ML],"56km NE of Shirui, Manipur, India"
2021-03-09 19:29:49 IST,26.76,92.11,13,2.9[MW],"68km W of Tezpur, Assam, India"
2021-03-09 23:26:22 IST,37.1,71.83,200,3.3[MW],"113km E of Fayzabad, Afghanistan"
2021-03-09 23:34:54 IST,32.79,76.73,15,3.0[MW],"74km NNE of Dharamshala, Himachal Pradesh, India"
2021-03-10 02:36:43 IST,36.24,71.1,276,4.7[ML],"107km SSE of Fayzabad, Afghanistan"
2021-03-10 07:50:36 IST,32.65,76.62,10,3.5[MW],"55km NNE of Dharamshala, Himachal Pradesh, India"
2021-03-10 08:29:08 IST,21.98,78.42,53,2.8[ML],"54km S of Pachmarhi, Madhya Pradesh, India"
2021-03-10 09:47:03 IST,36.77,71.54,117,3.9[ML],"95km ESE of Fayzabad, Afghanistan"
2021-03-10 13:02:05 IST,23.89,94.42,131,3.4[MW],"94km SE of Moirang, Manipur, India"
2021-03-10 18:53:56 IST,26.91,90.67,18,2.7[ML],"120km ESE of Thimphu, Bhutan"
2021-03-10 20:33:28 IST,26.59,96.55,79,3.6[ML],"128km S of Changlang, Arunachal Pradesh, India"
2021-03-10 21:58:39 IST,26.7,95.31,113,3.5[MW],"89km ENE of Mokokchung, Nagaland, India"
2021-03-10 23:59:47 IST,23.96,93.59,6,2.8[ML],"39km ENE of Ngopa, Mizoram, India"
2021-03-11 03:47:15 IST,27.26,88.34,37,2.4[ML],"5km SSW of Ravangla, Sikkim, India"
2021-03-11 04:49:27 IST,36.39,70.52,38,4.1[ML],"79km S of Fayzabad, Afghanistan"
2021-03-11 08:04:26 IST,22.94,94.9,38,3.5[MW],"157km NW of Burma, Myanmar"
2021-03-11 12:05:39 IST,23.88,94.17,25,3.3[MW],"79km SSE of Moirang, Manipur, India"
2021-03-11 19:58:37 IST,35.1,71.79,38,3.7[MW],"195km NW of Islamabad, Pakistan"
2021-03-12 04:32:12 IST,28.32,88.13,26,3.9[ML],"92km NW of Lachung, Sikkim, India"
2021-03-12 16:14:19 IST,26.31,92.83,34,3.4[MW],"38km S of Tezpur, Assam, India"
2021-03-12 22:41:47 IST,28.21,65.83,300,4.1[MW],"734km W of Bikaner, Rajasthan, India"
2021-03-13 02:21:30 IST,25.78,90.8,50,3.5[MW],"66km ENE of Tura, Meghalaya, India"
2021-03-13 18:00:24 IST,37.81,70.82,30,4.5[MW],"82km NNE of Fayzabad, Afghanistan"
2021-03-14 05:48:31 IST,15.83,94.77,35,3.4[ML],"186km SW of Yangon, Myanmar"
2021-03-15 05:41:51 IST,38.26,73.9,35,3.4[ML],"321km ENE of Fayzabad, Afghanistan"
2021-03-15 06:03:56 IST,35.44,72.94,165,3.3[MW],"195km N of Islamabad, Pakistan"
2021-03-15 15:23:06 IST,26.52,89.18,10,3.6[MW],"81km ESE of Siliguri, West Bengal, India"
2021-03-15 17:34:33 IST,36.44,70.46,15,3.4[ML],"73km S of Fayzabad, Afghanistan"
2021-03-16 11:15:19 IST,26.34,94.36,57,3.6[ML],"15km W of Mokokchung, Nagaland, India"
2021-03-16 18:46:08 IST,30.21,86.81,10,4.2[ML],"312km NNE of Kathmandu, Nepal"
2021-03-18 09:50:02 IST,28.11,85.74,100,3.9[MW],"59km NE of Kathmandu, Nepal"
2021-03-18 17:23:56 IST,37.44,71.74,140,4.3[ML],"111km ENE of Fayzabad, Afghanistan"
2021-03-19 11:41:35 IST,32.46,93.1,97,6.3[MW],"520km NNW of Basar, Arunachal Pradesh, India"
2021-03-19 23:34:11 IST,32.38,93.3,120,4.4[MW],"507km NNW of Basar, Arunachal Pradesh, India"
2021-03-20 01:30:44 IST,32.92,73.7,3,3.5[ML],"76km SW of Rajouri, Jammu and Kashmir"
2021-03-20 02:33:16 IST,31.88,93.32,80,4.2[MW],"453km NNW of Basar, Arunachal Pradesh, India"
2021-03-20 09:54:27 IST,38.15,74.6,94,3.4[ML],"375km ENE of Fayzabad, Afghanistan"
2021-03-20 13:13:02 IST,37.5,70.99,38,4.6[ML],"59km NE of Fayzabad, Afghanistan"
2021-03-20 21:01:05 IST,34.34,83.9,28,4.7[ML],"492km ENE of Hanley, Jammu & Kashmir, India"
2021-03-20 21:06:09 IST,23.2,92.86,20,3.8[MW],"12km SE of Thenzawl, Mizoram, India"
2021-03-20 23:22:10 IST,22.34,91.31,39,3.4[MW],"102km S of Belonia, Tripura, India"
2021-03-21 03:29:13 IST,32.5,93.77,10,3.3[ML],"505km NNW of Pangin, Arunachal Pradesh, India"
2021-03-21 06:10:05 IST,36.48,70.72,10,3.7[ML],"70km SSE of Fayzabad, Afghanistan"
2021-03-21 10:06:31 IST,25.87,95.28,89,4.0[ML],"91km ESE of Mokokchung, Nagaland, India"
2021-03-21 17:52:42 IST,26.56,92.4,13,3.9[ML],"40km WSW of Tezpur, Assam, India"
2021-03-21 18:12:55 IST,26.6,92.46,24,3.2[MW],"33km W of Tezpur, Assam, India"
2021-03-21 19:48:02 IST,36.5,71.21,90,4.5[ML],"88km SE of Fayzabad, Afghanistan"
2021-03-21 19:50:18 IST,31.1,90.8,187,3.5[MW],"405km NNW of Tawang, Arunachal Pradesh, India"
2021-03-22 18:14:45 IST,32.66,69.86,89,4.0[MW],"219km SSE of Kabul , Afghanistan"
2021-03-22 20:22:06 IST,31.91,84.56,216,3.6[MW],"472km N of Kathmandu, Nepal"
2021-03-22 22:53:29 IST,32.43,92.75,46,4.1[ML],"528km NNW of Basar, Arunachal Pradesh, India"
2021-03-22 23:28:06 IST,25.2,95.18,25,3.4[ML],"76km ENE of Ukhrul, Manipur, India"
2021-03-23 04:25:32 IST,20.68,94.48,10,4.4[ML],"204km SW of Burma, Myanmar"
2021-03-23 11:27:08 IST,33.55,76.44,3,3.3[MW],"100km SW of Alchi(Leh),Jammu & Kashmir,India"
2021-03-23 23:42:35 IST,35.9,69.87,103,3.6[ML],"146km SSW of Fayzabad, Afghanistan"
2021-03-24 00:26:37 IST,36.45,68.32,40,4.2[MW],"211km WSW of Fayzabad, Afghanistan"
2021-03-24 01:06:08 IST,36.64,71.77,124,4.2[ML],"120km ESE of Fayzabad, Afghanistan"
2021-03-25 01:29:21 IST,37.96,72.8,93,3.3[ML],"220km ENE of Fayzabad, Afghanistan"
2021-03-25 01:40:51 IST,36.67,70.57,38,3.9[ML],"47km S of Fayzabad, Afghanistan"
2021-03-25 03:52:56 IST,37.25,75.63,33,3.6[ML],"303km N of Kargil, Laddakh, India"
2021-03-25 16:36:15 IST,19.19,73.89,16,3.0[MW],"74km N of Pune, Maharashtra, India"
2021-03-25 17:07:17 IST,34.58,76.83,52,4.3[ML],"52km NW of Alchi(Leh),Jammu & Kashmir,India"
2021-03-26 16:07:16 IST,36.58,70.7,38,4.3[ML],"59km SSE of Fayzabad, Afghanistan"
2021-03-26 21:55:19 IST,32.99,92.56,10,4.3[MW],"593km NNW of Basar, Arunachal Pradesh, India"
2021-03-27 00:32:06 IST,27.71,92.63,4,4.9[ML],"75km ENE of Tawang, Arunachal Pradesh, India"
2021-03-28 03:27:48 IST,27.89,92.66,10,2.6[ML],"84km ENE of Tawang, Arunachal Pradesh, India"
2021-03-28 18:17:04 IST,27.99,64.62,87,4.1[MW],"774km NW of Dwarka, Gujarat, India"
2021-03-28 23:23:18 IST,27.62,92.63,20,2.8[MW],"74km E of Tawang, Arunachal Pradesh, India"
2021-03-29 05:41:46 IST,36.14,77.29,39,3.5[ML],"205km NNE of Kargil, Laddakh, India"
2021-03-29 13:54:55 IST,13.6,94.3,39,3.8[MW],"147km ENE of Diglipur, Andaman and Nicobar island, India"
2021-03-29 16:15:14 IST,26.19,95.59,142,4.0[ML],"108km E of Mokokchung, Nagaland, India"
2021-03-29 18:52:29 IST,25.6,91.97,17,3.0[MW],"8km ENE of Shillong, Meghalaya, India"
2021-03-29 22:57:26 IST,34.29,87.73,10,5.2[MW],"740km N of Lachung, Sikkim, India"
2021-03-30 00:19:08 IST,28.23,87.73,80,3.6[MW],"107km NNW of Yuksom, Sikkim, India"
2021-03-30 01:06:30 IST,34.17,76.9,14,3.0[MW],"26km W of Alchi(Leh),Jammu & Kashmir,India"
2021-03-30 04:03:46 IST,35.1,73.49,10,3.3[MW],"142km NW of Gulmarg, Jammu and Kashmir, India"
2021-03-30 04:19:53 IST,34.8,73.41,33,2.9[ML],"122km NW of Gulmarg, Jammu and Kashmir, India"
2021-03-30 10:03:39 IST,25.41,91.94,2,3.2[ML],"19km SSE of Shillong, Meghalaya, India"
2021-03-30 21:40:24 IST,37.46,72.5,225,5.4[ML],"177km ENE of Fayzabad, Afghanistan"
2021-03-31 17:54:10 IST,36.55,70.52,180,4.3[ML],"61km S of Fayzabad, Afghanistan"
2021-03-31 22:41:19 IST,28.91,76.68,22,2.8[MW],"7km ENE of Rohtak, Haryana, India"
2021-04-01 00:02:36 IST,39.64,72.34,364,4.2[MW],"320km SE of Tashkent, Uzbekistan"
2021-04-01 17:34:43 IST,37.97,69.41,133,4.2[ML],"85km SE of Dushanbe, Tajikistan"
2021-04-01 22:21:07 IST,36.9,71.7,45,4.6[ML],"104km E of Fayzabad, Afghanistan"
2021-04-02 00:21:46 IST,23.79,93.14,16,4.0[MW],"12km SW of Ngopa, Mizoram, India"
2021-04-03 00:10:20 IST,32.69,76.61,8,3.0[MW],"58km NNE of Dharamshala, Himachal Pradesh, India"
2021-04-03 02:40:00 IST,27.59,92.63,23,2.4[MW],"74km E of Tawang, Arunachal Pradesh, India"
2021-04-03 10:38:11 IST,36.67,68.23,79,4.3[ML],"211km WSW of Fayzabad, Afghanistan"
2021-04-04 10:25:29 IST,37.86,72.59,100,4.3[ML],"198km ENE of Fayzabad, Afghanistan"
2021-04-04 11:46:24 IST,36.18,69.25,80,4.6[ML],"154km SW of Fayzabad, Afghanistan"
2021-04-04 22:38:31 IST,26.55,93.85,28,3.3[ML],"41km WSW of Jorhat, Assam, India"
2021-04-05 01:39:44 IST,37.22,75.92,68,4.2[MW],"297km N of Kargil, Laddakh, India"
2021-04-05 02:01:55 IST,32.62,76.14,36,2.5[MW],"47km NNW of Dharamshala, Himachal Pradesh, India"
2021-04-05 03:39:13 IST,32.68,76.59,6,2.6[ML],"57km NNE of Dharamshala, Himachal Pradesh, India"
2021-04-05 20:49:57 IST,27.15,88.74,10,5.3[MW],"23km SSE of Gangtok, Sikkim"
2021-04-06 03:42:14 IST,27.52,95.39,10,2.3[ML],"47km E of Dibrugarh, Assam, India"
2021-04-06 07:06:54 IST,27.17,88.89,10,3.8[ML],"32km ESE of Gangtok, Sikkim"
2021-04-06 07:34:00 IST,21.9,94.61,35,3.5[ML],"138km W of Burma, Myanmar"
2021-04-06 10:44:44 IST,26.82,88.1,19,3.6[MW],"28km SSW of Darjeeling,West Bengal,India"
2021-04-06 14:31:24 IST,26.58,89.33,20,3.5[MW],"94km E of Siliguri, West Bengal, India"
2021-04-06 23:16:44 IST,38.97,73.44,43,4.0[ML],"327km NE of Fayzabad, Afghanistan"
2021-04-07 02:03:14 IST,32.2,93.35,10,3.3[ML],"486km NNW of Basar, Arunachal Pradesh, India"
2021-04-07 03:18:33 IST,32.17,92.97,10,4.7[ML],"494km NNW of Basar, Arunachal Pradesh, India"
2021-04-07 03:25:44 IST,32.32,93.5,19,3.9[MW],"494km NNW of Pangin, Arunachal Pradesh, India"
2021-04-07 17:59:31 IST,35.51,72.15,10,3.8[ML],"219km NNW of Islamabad, Pakistan"
2021-04-08 00:56:34 IST,37.36,72.9,100,3.6[ML],"210km E of Fayzabad, Afghanistan"
2021-04-08 18:23:36 IST,30.87,71.76,25,3.9[ML],"307km WSW of Amritsar, Punjab, India"
2021-04-09 01:34:14 IST,36.41,70.4,20,4.1[ML],"77km S of Fayzabad, Afghanistan"
2021-04-10 20:48:15 IST,28.7,66.7,10,4.1[ML],"651km W of Bikaner, Rajasthan, India"
2021-04-10 23:51:43 IST,31.34,90.28,10,3.9[MW],"432km NNE of Lachung, Sikkim, India"
2021-04-11 03:19:36 IST,28.49,67.33,10,3.6[ML],"588km W of Bikaner, Rajasthan, India"
2021-04-11 04:05:18 IST,36.92,71.34,10,3.5[ML],"72km ESE of Fayzabad, Afghanistan"
2021-04-11 12:54:00 IST,23.6,81.84,15,3.6[ML],"146km WNW of Ambikapur, Chhattisgarh, India"
2021-04-11 20:41:19 IST,12.31,78.83,6,2.6[ML],"75km SSW of Vellore, Tamil Nadu, India"
2021-04-12 03:17:20 IST,29.99,89.4,183,4.1[MW],"263km NNE of Lachung, Sikkim, India"
2021-04-12 21:01:27 IST,27.64,92.66,21,3.6[ML],"77km E of Tawang, Arunachal Pradesh, India"
2021-04-13 02:40:21 IST,30.41,89.36,232,4.2[MW],"308km N of Lachung, Sikkim, India"
2021-04-13 09:58:08 IST,36.26,67.56,80,4.4[ML],"241km NW of Kabul , Afghanistan"
2021-04-13 11:12:47 IST,36.25,70.88,200,4.7[ML],"99km SSE of Fayzabad, Afghanistan"
2021-04-13 14:58:49 IST,36.56,69.88,225,4.5[ML],"84km SW of Fayzabad, Afghanistan"
2021-04-13 15:37:40 IST,36.14,71.48,40,3.7[ML],"135km SE of Fayzabad, Afghanistan"
2021-04-13 16:14:23 IST,30.35,70.32,10,3.6[ML],"389km NW of Bikaner, Rajasthan, India"
2021-04-13 23:03:12 IST,22.92,94.36,10,3.7[ML],"121km ESE of Champhai, Mizoram, India"
2021-04-14 02:10:26 IST,32.34,76.51,35,2.3[ML],"22km NE of Dharamshala, Himachal Pradesh, India"
2021-04-14 04:35:00 IST,26.29,93.3,31,3.1[MW],"60km NW of Dimapur, Nagaland, India"
2021-04-14 12:54:43 IST,36.24,71.15,214,4.2[ML],"109km SSE of Fayzabad, Afghanistan"
2021-04-14 15:14:34 IST,36.41,70.71,281,4.3[MW],"78km S of Fayzabad, Afghanistan"
2021-04-14 16:25:17 IST,0.54,96.85,13,5.3[MW],"610km WSW of Kuala Lumpur, Malaysia"
2021-04-14 21:00:48 IST,33.88,76.13,9,3.2[MW],"74km S of Kargil, Laddakh, India"
2021-04-15 00:09:24 IST,23.32,94.9,25,3.2[MW],"161km E of Champhai, Mizoram, India"
2021-04-15 01:18:57 IST,36.33,70.63,35,3.9[ML],"85km S of Fayzabad, Afghanistan"
2021-04-15 02:00:17 IST,36.96,70.58,10,3.3[ML],"15km S of Fayzabad, Afghanistan"
2021-04-15 04:00:06 IST,18.98,83.36,32,3.4[MW],"142km E of Jagdalpur, Chhattisgarh, India"
2021-04-15 16:19:22 IST,28.75,76.8,10,2.2[MW],"21km NE of Jhajjar, Haryana"
2021-04-16 03:03:27 IST,32.33,76.41,8,3.5[MW],"14km NNE of Dharamshala, Himachal Pradesh, India"
2021-04-16 03:17:09 IST,32.29,76.37,6,2.9[MW],"9km NNE of Dharamshala, Himachal Pradesh, India"
2021-04-16 03:56:23 IST,32.47,78.92,100,4.5[ML],"23km SSW of Hanley, Jammu & Kashmir, India"
2021-04-16 06:05:55 IST,30.8,79.86,10,2.3[MW],"39km NE of Joshimath, Uttarakhand , India"
2021-04-16 19:23:12 IST,36.88,72.44,10,3.1[ML],"169km E of Fayzabad, Afghanistan"
2021-04-17 00:20:48 IST,32.43,78.84,28,3.4[MW],"30km SSW of Hanley, Jammu & Kashmir, India"
2021-04-17 08:56:01 IST,26.62,93.49,21,3.2[ML],"52km SSW of Itanagar, Arunachal Pradesh, India"
2021-04-17 15:45:08 IST,20.77,76.81,9,2.9[ML],"22km WNW of Akola,Maharashtra,India"
2021-04-17 16:08:18 IST,37.92,72.68,86,4.5[ML],"208km ENE of Fayzabad, Afghanistan"
2021-04-17 17:38:59 IST,37,71.87,10,3.5[ML],"117km E of Fayzabad, Afghanistan"
2021-04-17 20:38:05 IST,28.17,93.18,22,2.8[ML],"127km NNW of Itanagar, Arunachal Pradesh, India"
2021-04-18 18:54:35 IST,22.72,93.93,12,4.4[ML],"102km SE of Champhai, Mizoram, India"
2021-04-19 01:53:49 IST,25.71,95.5,20,3.9[ML],"119km SE of Mokokchung, Nagaland, India"
2021-04-19 10:38:08 IST,37.18,71.24,50,4.1[ML],"61km E of Fayzabad, Afghanistan"
2021-04-19 11:18:02 IST,25.85,90.55,10,3.1[ML],"51km NE of Tura, Meghalaya, India"
