Origin_Time,Latitude,Longitude,Depth,Magnitude,Location
1997-11-28 13:58:38 IST,21.97,94.64,109,4.3,"135km W of Burma, Myanmar"
1997-11-28 20:37:43 IST,38.90,73.14,50,4.4,"302km NE of Fayzabad, Afghanistan"
1997-11-30 06:35:25 IST,34.89,87.60,33,4.5,"808km N of Lachung, Sikkim, India"
1997-12-02 16:36:08 IST,25.10,95.16,100,4.2,"71km ENE of Ukhrul, Manipur, India"
1997-12-03 12:29:46 IST,5.94,94.81,80,4.8,"155km SE of Campbell Bay, Andaman and Nicobar island, India"
1997-12-03 17:55:53 IST,35.4,86.80,33,4.7,"781km ENE of Hanley, Jammu & Kashmir, India"
1997-12-04 15:47:01 IST,29.9,64.10,33,5,"706km SW of Kabul , Afghanistan"
1997-12-06 10:23:01 IST,35.57,99.23,33,4.5,"904km NNE of Changlang, Arunachal Pradesh, India"
1997-12-06 20:09:09 IST,35,86.70,33,3.8,"758km ENE of Hanley, Jammu & Kashmir, India"
1997-12-08 07:33:55 IST,27.48,87.17,33,5,"104km W of Yuksom, Sikkim, India"
1997-12-08 20:17:33 IST,33.75,88.35,50,3.3,"675km N of Lachung, Sikkim, India"
1997-12-11 09:51:51 IST,35.56,70.51,150,3.3,"162km NE of Kabul , Afghanistan"
1997-12-11 11:00:34 IST,33.39,69.86,33,4.3,"142km SSE of Kabul , Afghanistan"
1997-12-12 17:53:52 IST,29.42,68.38,33,4,"505km WNW of Bikaner, Rajasthan, India"
1997-12-13 09:11:35 IST,29.60,68.30,33,4.9,"518km WNW of Bikaner, Rajasthan, India"
1997-12-14 11:23:30 IST,36.63,71.50,100,3.1,"99km ESE of Fayzabad, Afghanistan"
1997-12-14 12:18:02 IST,36.39,71.19,100,3.1,"97km SE of Fayzabad, Afghanistan"
1997-12-14 15:34:29 IST,38.25,74.28,150,4,"352km ENE of Fayzabad, Afghanistan"
1997-12-16 00:22:11 IST,36.39,70.50,217,4.5,"79km S of Fayzabad, Afghanistan"
1997-12-17 01:50:52 IST,7.58,94.27,33,5,"75km NNE of Campbell Bay, Andaman and Nicobar island, India"
1997-12-17 11:21:36 IST,36.50,73.10,96,5.7,"236km ESE of Fayzabad, Afghanistan"
1997-12-19 09:58:02 IST,32.70,75.30,33,3.5,"47km SE of Katra, Jammu and Kashmir, India"
1997-12-20 15:44:48 IST,17.30,73.60,0,2.9,"95km NW of Kolhapur, Maharashtra, India"
1997-12-23 09:45:00 IST,34.10,75.40,33,3.8,"12km NE of Pahalgam, Jammu and Kashmir, India"
1997-12-24 12:52:19 IST,35.20,67.50,75,3.7,"171km WNW of Kabul , Afghanistan"
1997-12-24 17:46:06 IST,7.60,94.30,100,3.6,"79km NNE of Campbell Bay, Andaman and Nicobar island, India"
1997-12-24 19:57:15 IST,3.66,71.20,207,3.6,"262km WSW of Male, Maldives"
1997-12-25 07:14:35 IST,9.98,93.20,150,4.1,"189km SSE of Portblair, Andaman and Nicobar island, India"
1997-12-25 13:59:55 IST,3.61,70.70,250,4.7,"317km WSW of Male, Maldives"
1997-12-26 05:01:16 IST,3.78,72.50,138,3.9,"120km WSW of Male, Maldives"
1997-12-27 19:12:49 IST,3.28,96.10,33,3.5,"480km SSE of Campbell Bay, Andaman and Nicobar island, India"
1997-12-28 17:52:24 IST,2.64,96.20,100,4,"548km SSE of Campbell Bay, Andaman and Nicobar island, India"
1997-12-28 17:52:27 IST,2.86,94.60,33,4,"467km S of Campbell Bay, Andaman and Nicobar island, India"
1997-12-28 19:46:22 IST,13.65,70.40,200,4.2,"418km WSW of Vasco da Gama, Goa, India"
1997-12-28 20:20:36 IST,3.50,70.30,200,3.2,"363km WSW of Male, Maldives"
1997-12-29 09:03:32 IST,2.99,69.40,33,4.1,"474km WSW of Male, Maldives"
1997-12-29 14:38:18 IST,2.37,94.90,100,4.4,"527km SSE of Campbell Bay, Andaman and Nicobar island, India"
1997-12-30 17:24:06 IST,2.56,96.60,33,4.5,"568km W of Kuala Lumpur, Malaysia"
1997-12-30 19:13:18 IST,2.54,96.60,33,5.4,"568km W of Kuala Lumpur, Malaysia"
1997-12-31 05:30:55 IST,1.11,92.40,43,4.1,"676km SSW of Campbell Bay, Andaman and Nicobar island, India"
1997-12-31 13:30:44 IST,3.49,86,33,3.7,"779km ESE of Colombo, Sri Lanka"
1997-12-31 15:55:15 IST,3.52,71.30,33,4,"255km WSW of Male, Maldives"
1997-12-31 18:04:49 IST,2.91,77.60,0,2,"475km ESE of Male, Maldives"
1998-01-01 03:01:35 IST,3.53,86.90,33,4.3,"866km ESE of Colombo, Sri Lanka"
1998-01-01 23:42:25 IST,29.10,66.30,10,4.4,"665km SSW of Kabul , Afghanistan"
1998-01-03 02:42:05 IST,23.20,94.50,114,4.6,"123km ESE of Champhai, Mizoram, India"
1998-01-03 02:42:10 IST,22.70,93.20,33,4.9,"77km SE of Thenzawl, Mizoram, India"
1998-01-03 08:33:56 IST,38.60,70.30,33,4.1,"131km E of Dushanbe, Tajikistan"
1998-01-05 22:28:35 IST,29,64.30,19,4.9,"772km SW of Kabul , Afghanistan"
1998-01-05 23:03:15 IST,37,71.90,230,3.9,"120km E of Fayzabad, Afghanistan"
1998-01-06 08:39:47 IST,26,91.80,33,4.5,"14km NNW of Nongpoh, Meghalaya, India"
1998-01-07 18:31:48 IST,28.50,77.10,0,1.5,"8km ENE of Gurugram, Haryana, India"
1998-01-07 20:35:41 IST,36.50,71,229,4.2,"77km SSE of Fayzabad, Afghanistan"
1998-01-08 02:05:15 IST,1.90,99,126,3.9,"328km WSW of Kuala Lumpur, Malaysia"
1998-01-08 04:51:51 IST,37.30,71.30,107,3.2,"70km ENE of Fayzabad, Afghanistan"
1998-01-08 05:30:17 IST,35,86.17,33,3.7,"712km ENE of Hanley, Jammu & Kashmir, India"
1998-01-10 17:20:45 IST,38.20,75.20,150,4.4,"414km NNW of Kargil, Laddakh, India"
1998-01-11 01:56:20 IST,26.50,96.80,150,4,"139km S of Changlang, Arunachal Pradesh, India"
1998-01-13 10:24:23 IST,37.30,71.80,149,3.9,"112km ENE of Fayzabad, Afghanistan"
1998-01-13 17:35:00 IST,35.30,78.60,33,4.7,"158km NE of Leh, Laddakh, India"
1998-01-13 17:48:04 IST,35.40,78.30,33,3.8,"153km NNE of Leh, Laddakh, India"
1998-01-13 17:48:36 IST,35.40,78.30,33,4.7,"153km NNE of Leh, Laddakh, India"
1998-01-14 01:14:32 IST,35,86.50,18,5.1,"741km ENE of Hanley, Jammu & Kashmir, India"
1998-01-14 22:25:53 IST,34.90,86.50,33,4.4,"737km ENE of Hanley, Jammu & Kashmir, India"
1998-01-15 05:51:50 IST,37.60,73.10,33,3.3,"232km ENE of Fayzabad, Afghanistan"
1998-01-16 09:11:09 IST,5.13,96.90,50,4.6,"391km ESE of Campbell Bay, Andaman and Nicobar island, India"
1998-01-16 13:03:10 IST,22.90,99.60,50,4.7,"252km NE of Hkolam ,Myanmar"
1998-01-16 15:06:23 IST,36.10,71.10,100,4.1,"121km SSE of Fayzabad, Afghanistan"
1998-01-16 17:32:00 IST,39.40,71.90,63,3.4,"281km NNE of Fayzabad, Afghanistan"
1998-01-16 23:36:42 IST,30,86,33,4,"262km NNE of Kathmandu, Nepal"
1998-01-17 02:44:51 IST,29.70,68.30,33,4.1,"522km WNW of Bikaner, Rajasthan, India"
1998-01-17 09:35:36 IST,29.10,68.80,33,4.2,"456km WNW of Bikaner, Rajasthan, India"
1998-01-17 11:09:19 IST,36.50,71.10,200,4.3,"82km SE of Fayzabad, Afghanistan"
1998-01-17 21:33:24 IST,11.80,93,33,3.7,"35km NE of Portblair, Andaman and Nicobar island, India"
1998-01-18 07:44:02 IST,36.40,77.50,100,4.4,"239km NNE of Kargil, Laddakh, India"
1998-01-18 16:07:57 IST,14,93.80,33,4.6,"120km NE of Diglipur, Andaman and Nicobar island, India"
1998-01-20 23:33:56 IST,36.40,71.10,100,4.8,"92km SSE of Fayzabad, Afghanistan"
1998-01-22 00:25:58 IST,37.70,75.80,100,3.4,"351km N of Kargil, Laddakh, India"
1998-01-22 08:03:04 IST,37.30,71.90,150,3.6,"121km E of Fayzabad, Afghanistan"
1998-01-23 20:11:05 IST,2.60,95.60,33,4.5,"524km SSE of Campbell Bay, Andaman and Nicobar island, India"
1998-01-23 21:35:32 IST,29,77,10,2.4,"40km ENE of Rohtak, Haryana, India"
1998-01-24 07:08:34 IST,36.20,69.90,284,3.4,"115km SSW of Fayzabad, Afghanistan"
1998-01-26 07:58:03 IST,18.45,77.3,13,2.5,"87km WSW of Nizamabad, Telangana, India"
1998-01-26 12:31:15 IST,37.60,71.90,150,3.2,"131km ENE of Fayzabad, Afghanistan"
1998-01-27 06:44:52 IST,39.30,72,33,4,"275km NNE of Fayzabad, Afghanistan"
1998-01-27 07:39:50 IST,39.50,76.60,33,3.9,"411km SSE of Bishkek, Kyrgyzstan"
1998-01-27 14:43:56 IST,37.20,77.40,33,3.4,"315km NNE of Kargil, Laddakh, India"
1998-01-28 20:14:22 IST,17.30,73.80,10,2.5,"81km NW of Kolhapur, Maharashtra, India"
1998-01-29 05:24:59 IST,36.30,69.30,100,4,"142km SW of Fayzabad, Afghanistan"
1998-01-29 16:28:41 IST,32.80,76,90,3.3,"71km NNW of Dharamshala, Himachal Pradesh, India"
1998-01-30 04:10:00 IST,33.70,88.40,33,3.6,"669km N of Lachung, Sikkim, India"
1998-01-30 16:06:18 IST,39.60,76.50,33,3.9,"398km SSE of Bishkek, Kyrgyzstan"
1998-01-31 23:09:36 IST,29.50,68.30,33,3.9,"515km WNW of Bikaner, Rajasthan, India"
1998-02-01 08:14:59 IST,11.60,93,33,4.3,"29km E of Portblair, Andaman and Nicobar island, India"
1998-02-01 23:02:48 IST,28.10,87.10,33,4.5,"137km NW of Yuksom, Sikkim, India"
1998-02-02 11:57:00 IST,29.20,68.50,10,3.7,"487km WNW of Bikaner, Rajasthan, India"
1998-02-03 14:01:23 IST,36.70,71.50,266,3.2,"95km ESE of Fayzabad, Afghanistan"
1998-02-04 20:03:21 IST,37,70,33,5.6,"50km WSW of Fayzabad, Afghanistan"
1998-02-05 02:48:16 IST,13.20,76.40,0,4,"131km W of Bengaluru, Karnataka, India"
1998-02-05 04:25:16 IST,3.48,82.40,33,4,"475km SE of Colombo, Sri Lanka"
1998-02-05 12:06:42 IST,23.20,94.70,100,4.1,"142km E of Champhai, Mizoram, India"
1998-02-05 16:34:16 IST,36.50,71.30,100,3.7,"94km SE of Fayzabad, Afghanistan"
1998-02-05 19:38:54 IST,37,69.90,73,3.6,"58km W of Fayzabad, Afghanistan"
1998-02-06 08:29:52 IST,36.30,70.80,200,3.5,"91km SSE of Fayzabad, Afghanistan"
1998-02-06 11:59:17 IST,39.40,75.40,33,3.4,"392km S of Bishkek, Kyrgyzstan"
1998-02-06 19:39:33 IST,37,69.90,79,3.5,"58km W of Fayzabad, Afghanistan"
1998-02-07 00:27:11 IST,22.20,94.30,106,3.5,"171km SE of Champhai, Mizoram, India"
1998-02-07 14:15:11 IST,29.10,78,33,3.5,"86km NE of Noida, Uttar Pradesh, India"
1998-02-09 01:24:18 IST,37.70,72.50,150,3.7,"184km ENE of Fayzabad, Afghanistan"
1998-02-09 03:33:57 IST,37.10,72.40,33,3.8,"164km E of Fayzabad, Afghanistan"
1998-02-10 02:43:36 IST,36.60,70.60,80,4.7,"55km S of Fayzabad, Afghanistan"
1998-02-10 14:18:37 IST,37,70,33,3.8,"50km WSW of Fayzabad, Afghanistan"
1998-02-11 06:38:49 IST,17.10,73.70,33,4.5,"72km NW of Kolhapur, Maharashtra, India"
1998-02-11 15:13:28 IST,36,70.80,129,3.4,"124km S of Fayzabad, Afghanistan"
1998-02-11 21:06:06 IST,37.70,72.80,58,3.7,"209km ENE of Fayzabad, Afghanistan"
1998-02-12 00:03:22 IST,36.10,69.70,100,3.6,"134km SW of Fayzabad, Afghanistan"
1998-02-12 08:10:29 IST,26.50,88.10,33,4.6,"38km SW of Siliguri, West Bengal, India"
1998-02-12 22:56:31 IST,37.10,69.90,33,4.5,"57km W of Fayzabad, Afghanistan"
1998-02-13 18:38:49 IST,30.10,67.90,33,4.1,"510km SSW of Kabul , Afghanistan"
1998-02-14 02:32:35 IST,30.10,67.80,33,4.1,"512km SSW of Kabul , Afghanistan"
1998-02-14 05:38:07 IST,36.30,71.10,219,5.1,"101km SSE of Fayzabad, Afghanistan"
1998-02-14 06:29:49 IST,17.30,73.70,10,3.9,"87km NW of Kolhapur, Maharashtra, India"
1998-02-15 06:37:09 IST,37.20,69.30,33,3.7,"111km W of Fayzabad, Afghanistan"
1998-02-15 07:03:29 IST,17.30,73.70,10,3.2,"87km NW of Kolhapur, Maharashtra, India"
1998-02-15 21:13:00 IST,37.20,71.70,100,4.2,"102km E of Fayzabad, Afghanistan"
1998-02-16 09:42:19 IST,17.30,73.60,10,3.2,"95km NW of Kolhapur, Maharashtra, India"
1998-02-17 00:51:19 IST,36.50,71.10,217,4,"82km SE of Fayzabad, Afghanistan"
1998-02-18 06:43:57 IST,36.90,69.90,91,4.1,"61km WSW of Fayzabad, Afghanistan"
1998-02-18 07:12:08 IST,36.90,70.70,298,3.5,"25km SSE of Fayzabad, Afghanistan"
1998-02-18 14:32:25 IST,23,94.10,45,4.7,"93km ESE of Champhai, Mizoram, India"
1998-02-19 03:44:23 IST,36.50,71.10,239,3.8,"82km SE of Fayzabad, Afghanistan"
1998-02-19 08:28:54 IST,37.80,72.30,200,4,"173km ENE of Fayzabad, Afghanistan"
1998-02-19 16:44:20 IST,36.90,69.80,700,3.7,"70km WSW of Fayzabad, Afghanistan"
1998-02-19 20:32:58 IST,37,69.97,58,4,"52km WSW of Fayzabad, Afghanistan"
1998-02-20 10:01:43 IST,37.40,69.80,33,3.5,"74km WNW of Fayzabad, Afghanistan"
1998-02-20 17:48:06 IST,36.50,71.10,236,5.8,"82km SE of Fayzabad, Afghanistan"
1998-02-22 08:10:42 IST,28.40,85.50,33,5.6,"77km NNE of Kathmandu, Nepal"
1998-02-22 08:32:50 IST,17.30,73.70,0,3.6,"87km NW of Kolhapur, Maharashtra, India"
1998-02-23 03:24:27 IST,37.5,70,33,4,"65km NW of Fayzabad, Afghanistan"
1998-02-23 17:00:25 IST,17.30,73.70,0,2.3,"87km NW of Kolhapur, Maharashtra, India"
1998-02-24 17:21:29 IST,36.20,70.80,150,3.6,"102km SSE of Fayzabad, Afghanistan"
1998-02-24 19:13:35 IST,36.10,70.80,150,3.5,"113km SSE of Fayzabad, Afghanistan"
1998-02-25 01:47:33 IST,1.80,99.30,138,4.5,"304km WSW of Kuala Lumpur, Malaysia"
1998-02-25 13:11:05 IST,12.65,95.10,29,4.7,"239km ESE of Diglipur, Andaman and Nicobar island, India"
1998-02-26 07:26:03 IST,34.70,83.40,33,4.4,"467km ENE of Hanley, Jammu & Kashmir, India"
1998-02-26 23:55:46 IST,36.50,70.30,200,3.4,"70km SSW of Fayzabad, Afghanistan"
1998-02-28 04:57:09 IST,36.90,71.50,116,4.5,"87km ESE of Fayzabad, Afghanistan"
1998-02-28 10:29:30 IST,27,87.50,33,4.4,"75km W of Darjeeling,West Bengal,India"
1998-02-28 13:30:03 IST,39.40,78.20,33,3.8,"491km SE of Bishkek, Kyrgyzstan"
1998-02-28 16:14:22 IST,37.30,69.70,33,3.6,"78km WNW of Fayzabad, Afghanistan"
1998-03-01 20:42:30 IST,23.50,94.50,100,4.3,"119km E of Champhai, Mizoram, India"
1998-03-01 22:59:25 IST,36.40,70.60,200,4.6,"78km S of Fayzabad, Afghanistan"
1998-03-02 00:16:24 IST,17.30,73.50,0,3.4,"103km NW of Kolhapur, Maharashtra, India"
1998-03-02 14:07:29 IST,37.40,71.80,120,3.1,"115km ENE of Fayzabad, Afghanistan"
1998-03-02 23:20:12 IST,26.90,67.20,33,4.6,"547km NNW of Dwarka, Gujarat, India"
1998-03-03 02:00:25 IST,1.60,99.60,170,4.5,"288km SW of Kuala Lumpur, Malaysia"
1998-03-03 05:41:44 IST,31.10,67.50,33,3.7,"416km SSW of Kabul , Afghanistan"
1998-03-06 07:36:24 IST,39,71.40,33,3.4,"224km NNE of Fayzabad, Afghanistan"
1998-03-06 16:21:08 IST,38.20,73.80,128,4.7,"311km ENE of Fayzabad, Afghanistan"
1998-03-06 18:20:11 IST,24.50,94.40,67,4.7,"48km S of Ukhrul, Manipur, India"
1998-03-06 20:11:25 IST,40,76.50,33,4,"357km SSE of Bishkek, Kyrgyzstan"
1998-03-06 20:29:34 IST,38,72.20,70,3.6,"176km NE of Fayzabad, Afghanistan"
1998-03-07 12:12:07 IST,39.40,95,33,4.1,"1252km N of Pangin, Arunachal Pradesh, India"
1998-03-07 21:11:09 IST,35.10,71.50,100,3.4,"212km NW of Islamabad, Pakistan"
1998-03-08 20:24:20 IST,36.30,71.10,100,3.3,"101km SSE of Fayzabad, Afghanistan"
1998-03-09 12:08:02 IST,36.50,71.30,100,3.7,"94km SE of Fayzabad, Afghanistan"
1998-03-09 13:11:17 IST,22.40,78,10,4.3,"45km W of Pachmarhi, Madhya Pradesh, India"
1998-03-10 04:51:35 IST,36.50,71,239,4.6,"77km SSE of Fayzabad, Afghanistan"
1998-03-11 21:04:06 IST,25.20,95,98,4.5,"59km E of Shirui, Manipur, India"
1998-03-11 21:09:45 IST,27.60,61.50,33,4.4,"544km NE of Muscat, Oman"
1998-03-12 01:20:04 IST,17.30,73.60,0,3.8,"95km NW of Kolhapur, Maharashtra, India"
1998-03-12 05:32:52 IST,17.30,73.60,0,2.7,"95km NW of Kolhapur, Maharashtra, India"
1998-03-12 06:19:02 IST,17.30,73.60,0,3.1,"95km NW of Kolhapur, Maharashtra, India"
1998-03-12 06:37:33 IST,17.30,73.60,0,2.4,"95km NW of Kolhapur, Maharashtra, India"
1998-03-12 06:40:28 IST,17.30,73.60,0,2.7,"95km NW of Kolhapur, Maharashtra, India"
1998-03-12 19:46:09 IST,36.58,70.90,217,3.9,"65km SSE of Fayzabad, Afghanistan"
1998-03-13 20:59:06 IST,24.68,62.20,33,3.8,"405km ENE of Muscat, Oman"
1998-03-14 04:38:36 IST,15.50,94.20,33,3.6,"257km SW of Yangon, Myanmar"
1998-03-14 17:14:14 IST,36.40,70.92,33,3.7,"84km SSE of Fayzabad, Afghanistan"
1998-03-14 19:36:42 IST,39.70,73.70,33,3.6,"360km S of Bishkek, Kyrgyzstan"
1998-03-16 02:05:29 IST,28.55,86.88,33,4.4,"178km ENE of Kathmandu, Nepal"
1998-03-16 06:23:15 IST,29.10,77.40,0,2.6,"57km NNE of New Delhi, India"
1998-03-16 10:01:34 IST,36.38,71.17,269,3.5,"97km SE of Fayzabad, Afghanistan"
1998-03-16 14:33:07 IST,36.34,70.74,250,2.9,"86km SSE of Fayzabad, Afghanistan"
1998-03-16 16:05:02 IST,26.90,89.68,33,3.8,"63km S of Thimphu, Bhutan"
1998-03-16 22:16:50 IST,36.30,70.20,232,4.1,"94km SSW of Fayzabad, Afghanistan"
1998-03-18 17:23:38 IST,36,71.20,111,4.1,"135km SSE of Fayzabad, Afghanistan"
1998-03-18 19:05:21 IST,35.40,73.89,63,3.3,"156km NNW of Gulmarg, Jammu and Kashmir, India"
1998-03-18 23:42:18 IST,27.36,88.33,33,4,"6km NNW of Ravangla, Sikkim, India"
1998-03-19 04:59:13 IST,29.80,68.22,33,4.4,"533km WNW of Bikaner, Rajasthan, India"
1998-03-19 19:21:33 IST,39.98,76.73,33,5.4,"368km SSE of Bishkek, Kyrgyzstan"
1998-03-19 20:58:21 IST,39.97,78.42,33,3.6,"455km SE of Bishkek, Kyrgyzstan"
1998-03-19 22:02:57 IST,39.75,78.66,33,4.2,"487km SE of Bishkek, Kyrgyzstan"
1998-03-19 22:31:32 IST,31.20,77.83,33,3.9,"63km E of Shimla, Himachal Pradesh, India"
1998-03-19 23:03:19 IST,31.3,77.64,33,3.9,"49km ENE of Shimla, Himachal Pradesh, India"
1998-03-20 05:04:27 IST,32.54,76.21,70,3.5,"37km NNW of Dharamshala, Himachal Pradesh, India"
1998-03-20 06:33:41 IST,32.63,76.19,33,3.8,"47km NNW of Dharamshala, Himachal Pradesh, India"
1998-03-20 08:32:46 IST,19.18,93.47,33,3.9,"380km SW of Ywangan, Myanmar"
1998-03-21 07:58:45 IST,32.82,76.43,43,2.5,"67km N of Dharamshala, Himachal Pradesh, India"
1998-03-21 23:52:28 IST,36.43,70.13,228,5.8,"83km SSW of Fayzabad, Afghanistan"
1998-03-22 09:26:37 IST,39.26,93.38,33,3.8,"1248km N of Pangin, Arunachal Pradesh, India"
1998-03-22 18:44:50 IST,36.59,70.34,200,3.6,"59km SSW of Fayzabad, Afghanistan"
1998-03-23 01:42:09 IST,35.67,78.28,33,3.7,"180km NNE of Leh, Laddakh, India"
1998-03-23 15:41:52 IST,38.94,70.63,33,4.4,"165km ENE of Dushanbe, Tajikistan"
1998-03-23 16:02:27 IST,35.80,69.11,121,3.9,"138km N of Kabul , Afghanistan"
1998-03-23 18:49:07 IST,1.71,99.14,125,4.7,"324km WSW of Kuala Lumpur, Malaysia"
1998-03-23 21:01:55 IST,36.40,70.23,227,4,"82km SSW of Fayzabad, Afghanistan"
1998-03-24 09:55:42 IST,32.46,73.90,43,4,"108km SSW of Rajouri, Jammu and Kashmir"
1998-03-25 01:05:26 IST,38.22,73.97,167,4.1,"325km ENE of Fayzabad, Afghanistan"
1998-03-25 20:42:43 IST,35.95,70.61,108,4.2,"128km S of Fayzabad, Afghanistan"
1998-03-26 20:04:06 IST,37.20,71.30,104,3.8,"67km E of Fayzabad, Afghanistan"
1998-03-27 22:01:54 IST,6.30,94.40,10,4.7,"95km SE of Campbell Bay, Andaman and Nicobar island, India"
1998-03-28 01:13:29 IST,30,61.40,33,4.7,"773km NNE of Muscat, Oman"
1998-03-30 00:24:22 IST,22.50,79.20,33,3.9,"78km E of Pachmarhi, Madhya Pradesh, India"
1998-03-30 16:32:55 IST,37.60,72.10,147,4.2,"147km ENE of Fayzabad, Afghanistan"
1998-03-31 05:25:45 IST,28.20,76.20,10,5.2,"63km SW of Jhajjar, Haryana"
1998-03-31 21:39:00 IST,32.22,70.80,128,4.4,"265km SW of Islamabad, Pakistan"
1998-04-01 23:26:20 IST,0.30,100,33,6,"367km SSW of Kuala Lumpur, Malaysia"
1998-04-02 10:25:02 IST,17.10,74.30,33,2.6,"44km N of Kolhapur, Maharashtra, India"
1998-04-03 18:26:41 IST,34.50,70.70,73,5,"136km E of Kabul , Afghanistan"
1998-04-07 19:08:49 IST,37.30,72.10,231,4.2,"139km E of Fayzabad, Afghanistan"
1998-04-09 00:18:37 IST,35.60,79.97,33,3.2,"271km NE of Leh, Laddakh, India"
1998-04-09 11:52:18 IST,16.54,78.34,0,5.5,"95km S of Hyderabad, Telangana, India"
1998-04-10 04:56:50 IST,12.87,66.89,447,5.8,"676km WNW of Kavaratti,Lakshadweep Island, India"
1998-04-10 06:17:46 IST,28.66,76.81,0,1.7,"16km ENE of Jhajjar, Haryana"
1998-04-11 03:43:11 IST,36.17,70.53,200,3.1,"103km S of Fayzabad, Afghanistan"
1998-04-11 18:01:01 IST,13.4,92.90,10,4.8,"17km NNW of Diglipur, Andaman and Nicobar island, India"
1998-04-11 19:04:17 IST,36.45,70.73,200,3.1,"74km SSE of Fayzabad, Afghanistan"
1998-04-12 14:17:40 IST,33.18,87.46,33,3.8,"622km NNW of Lachung, Sikkim, India"
1998-04-13 06:05:20 IST,36.50,71,176,3.5,"77km SSE of Fayzabad, Afghanistan"
1998-04-13 17:13:31 IST,36.94,69.89,77,4.4,"61km WSW of Fayzabad, Afghanistan"
1998-04-14 14:12:04 IST,24.98,95,33,4.1,"52km E of Ukhrul, Manipur, India"
1998-04-15 19:35:48 IST,32.13,97.77,33,3.7,"499km NNE of Changlang, Arunachal Pradesh, India"
1998-04-16 00:06:16 IST,25.30,96.60,33,3.8,"217km ENE of Ukhrul, Manipur, India"
1998-04-16 00:16:18 IST,25.16,96.60,33,4,"215km E of Ukhrul, Manipur, India"
1998-04-16 07:30:04 IST,36.28,70.99,150,3.5,"99km SSE of Fayzabad, Afghanistan"
1998-04-18 00:08:15 IST,21.19,75.83,22,2.5,"134km WNW of Akola,Maharashtra,India"
1998-04-18 02:28:05 IST,38.1,73.90,200,3.5,"315km ENE of Fayzabad, Afghanistan"
1998-04-18 03:39:17 IST,21.26,76.92,15,3.1,"62km N of Akola,Maharashtra,India"
1998-04-19 08:50:42 IST,39.54,77.42,33,4.3,"440km SE of Bishkek, Kyrgyzstan"
1998-04-20 12:00:57 IST,30.61,73.64,38,3.6,"132km WNW of Bathinda, Punjab, India"
1998-04-21 06:00:14 IST,38.14,73.13,150,3.9,"255km ENE of Fayzabad, Afghanistan"
1998-04-21 18:04:36 IST,36.20,69.95,150,3.8,"113km SSW of Fayzabad, Afghanistan"
1998-04-23 08:41:16 IST,35.30,77.90,100,3.4,"131km NNE of Leh, Laddakh, India"
1998-04-23 19:42:49 IST,36.40,71.10,214,4.3,"92km SSE of Fayzabad, Afghanistan"
1998-04-23 21:04:52 IST,33.70,90.50,33,3.8,"689km NNE of Lachung, Sikkim, India"
1998-04-24 02:33:46 IST,36.30,71.10,127,4.8,"101km SSE of Fayzabad, Afghanistan"
1998-04-24 03:07:57 IST,25,94.70,33,3.7,"23km ENE of Ukhrul, Manipur, India"
1998-04-24 10:35:13 IST,38.60,70.20,33,4.7,"122km E of Dushanbe, Tajikistan"
1998-04-26 04:20:58 IST,28.90,93.30,33,4.2,"169km NW of Basar, Arunachal Pradesh, India"
1998-04-26 07:13:10 IST,36.40,70.30,300,3.6,"81km SSW of Fayzabad, Afghanistan"
1998-04-26 11:51:34 IST,36.40,70.50,250,4.1,"78km S of Fayzabad, Afghanistan"
1998-04-28 09:34:28 IST,36.90,72.3,200,3.2,"157km E of Fayzabad, Afghanistan"
1998-04-28 13:08:47 IST,36.27,71.35,114,4.2,"116km SE of Fayzabad, Afghanistan"
1998-04-29 22:01:13 IST,36.60,69.80,33,4.7,"86km SW of Fayzabad, Afghanistan"
1998-04-29 23:09:57 IST,29.94,68.14,33,4.7,"522km S of Kabul , Afghanistan"
1998-05-01 07:32:17 IST,30.96,67.93,33,3.9,"417km SSW of Kabul , Afghanistan"
1998-05-01 17:27:36 IST,30.14,79.53,42,4.4,"46km S of Joshimath, Uttarakhand , India"
1998-05-02 04:31:19 IST,32.57,71.28,131,4.3,"206km SW of Islamabad, Pakistan"
1998-05-02 14:06:50 IST,24.93,95.31,122,5.1,"83km E of Ukhrul, Manipur, India"
1998-05-05 11:28:05 IST,25.10,95.40,100,4,"94km ENE of Ukhrul, Manipur, India"
1998-05-05 11:28:08 IST,24.77,95.18,33,4.2,"72km ESE of Ukhrul, Manipur, India"
1998-05-07 01:26:13 IST,17.79,94.34,33,4.9,"221km WNW of Yangon, Myanmar"
1998-05-08 14:32:49 IST,36.68,71.30,200,3.5,"81km SE of Fayzabad, Afghanistan"
1998-05-09 18:55:23 IST,37,71.60,100,3.7,"93km E of Fayzabad, Afghanistan"
1998-05-09 21:30:51 IST,36.39,69.54,78,4.8,"119km SW of Fayzabad, Afghanistan"
1998-05-09 23:09:10 IST,29.96,68,33,4.6,"523km SSW of Kabul , Afghanistan"
1998-05-10 20:26:22 IST,29.40,82,33,4.1,"173km E of Pithoragarh, Uttarakhand, India"
1998-05-11 15:43:41 IST,27.10,71.80,0,5.2,"154km NW of Jodhpur, Rajasthan, India"
1998-05-12 01:32:50 IST,11.13,92.62,33,3.9,"56km S of Portblair, Andaman and Nicobar island, India"
1998-05-12 22:23:52 IST,35.14,88,33,4.3,"831km N of Lachung, Sikkim, India"
